name,#_attempts,#_sessions,start_date,end_date,p_success,p_error,p_omission,p_premature,rt_success,rt_error,mean_sess_duration,mean_attempts_per_session,elo_mean,gender,age
arwen,448,48,2023-06-13,2023-07-07,0.6651785714285714,0.09375,0.05580357142857143,0.171875,963.3053691275168,2434.5238095238096,168547.3482142857,9.333333333333334,1171,2,4.69315068493151
faramir,448,19,2022-06-13,2022-06-15,0.7455357142857143,0.06696428571428571,0.017857142857142856,0.16294642857142858,771.3832335329341,1593.0666666666666,780889.78125,23.57894736842105,1141,1,3.96986301369863
yvan,448,48,2022-06-03,2022-06-05,0.78125,0.07366071428571429,0.10267857142857142,0.04017857142857143,767.1857142857143,2448.3939393939395,370288.37276785716,9.333333333333334,1061,1,1.64657534246575
eowyn,448,25,2023-04-28,2023-04-30,0.7901785714285714,0.060267857142857144,0.05580357142857143,0.08482142857142858,883.7118644067797,2364.0,518571.2566964286,17.92,1012,2,4.87945205479452
vladimir,448,33,2022-06-26,2022-06-29,0.8526785714285714,0.05580357142857143,0.05357142857142857,0.03794642857142857,718.8403141361257,2541.6,675358.2276785715,13.575757575757576,992,1,2.11506849315069
djocko,448,28,2022-06-22,2022-06-24,0.6607142857142857,0.140625,0.10714285714285714,0.08258928571428571,1347.6925675675675,2627.4920634920636,356977.48883928574,16.0,1090,1,3.03013698630137
anyanka,448,47,2023-05-02,2023-05-07,0.5424107142857143,0.020089285714285716,0.13169642857142858,0.30357142857142855,628.0493827160494,2812.4444444444443,131986.4799107143,9.53191489361702,883,2,2.84931506849315
baal,448,20,2022-06-28,2022-07-02,0.796875,0.13392857142857142,0.04241071428571429,0.022321428571428572,936.7086834733893,2241.0833333333335,1010441.4821428572,22.4,843,1,1.13698630136986
spliff,448,45,2022-10-20,2022-10-28,0.7254464285714286,0.05357142857142857,0.0625,0.15401785714285715,798.2953846153846,2581.0,208023.43973214287,9.955555555555556,1028,1,3.31506849315068
yelena,448,36,2022-06-05,2022-06-08,0.5558035714285714,0.11160714285714286,0.024553571428571428,0.296875,850.1044176706828,1681.06,574216.7589285715,12.444444444444445,982,2,1.99178082191781
theoden,448,33,2022-05-12,2022-05-22,0.796875,0.07366071428571429,0.07366071428571429,0.05133928571428571,852.6386554621848,2281.6666666666665,377785.89508928574,13.575757575757576,959,1,3.82465753424658
boromir,448,118,2022-09-10,2022-11-05,0.5803571428571429,0.06919642857142858,0.05803571428571429,0.2857142857142857,759.3846153846154,2102.064516129032,269087.48883928574,3.7966101694915255,1154,1,4.23013698630137
natasha,448,58,2023-04-03,2023-04-24,0.6741071428571429,0.06696428571428571,0.05133928571428571,0.20089285714285715,712.9569536423841,2256.633333333333,116596.32142857143,7.724137931034483,987,2,2.16438356164384
